name,type,address,quarter,city,phone,rating,verified,is_top_partner,special_badge,description,image_url,url,activities,has_contact_form,offers_free_trial
Association Sportive Al Mouhajir,Association de sport,au Quartier Hay Mohammadi  à  Casablanca,au Quartier Hay Mohammadi,Casablanca,N/A,0,False,False,N/A,"L’association Al Mohajir a été créer le 07/04/2002, par NOUREDDINE SARTI résident en allemonge .",https://www.clubs.ma/assets/img280/132/association-sportive-al-mouhajir-1-association-de-sport-casablanca-132.jpg,https://www.clubs.mahttps://www.clubs.ma/casablanca/association-sportive-al-mouhajir-1,"Karaté, Fitness, Boxe française, Aerobic",False,False
Association Sportive Club Hajar,Association de sport,au Quartier Hay Sidi Moumen  à  Casablanca,au Quartier Hay Sidi Moumen,Casablanca,N/A,0,False,False,N/A,"Association Sportive Club Hajar est votre association de sport à Casablanca, située exactement à N° 22, Lotissement  Alhamd au quartier HAY SIDI MOUMEN à Casablanca. Association Sportive Club Hajar vous accueille et propose un ensemble de services et d'activit...",https://www.clubs.ma/assets/img280/133/association-sportive-club-hajar-association-de-sport-casablanca-133.jpg,https://www.clubs.mahttps://www.clubs.ma/casablanca/association-sportive-club-hajar,"Musculation, Karaté, Fitness, Arts martiaux",False,False
Association Sportive Inara Casablanca,Association de sport,au Quartier Ain Chok  à  Casablanca,au Quartier Ain Chok,Casablanca,N/A,0,False,False,N/A,"Association Sportive Inara Casablanca est votre association de sport à Casablanca, située exactement à Boulevard Taza au quartier AIN CHOK à Casablanca. Association Sportive Inara Casablanca vous accueille et propose un ensemble de services et d'activités : Ai...",https://www.clubs.ma/assets/img280/135/association-sportive-inara-casablanca-association-de-sport-casablanca-135.jpg,https://www.clubs.mahttps://www.clubs.ma/casablanca/association-sportive-inara-casablanca,"Aikido, Judo, Karaté, Aerobic",False,False
Association Sportive Kodokan Ennassim,Club de sport,au Quartier Oulfa  à  Casablanca,au Quartier Oulfa,Casablanca,N/A,0,False,False,N/A,"Association Sportive Kodokan Ennassim est votre club de sport à Casablanca, situé exactement à N°251, Hay Nassim au quartier OULFA à Casablanca. Association Sportive Kodokan Ennassim vous accueille et propose un ensemble de services et d'activités : Judo, et a...",https://www.clubs.ma/assets/img280/141/association-sportive-kodokan-ennassim-club-de-sport-casablanca-141.jpg,https://www.clubs.mahttps://www.clubs.ma/casablanca/association-sportive-kodokan-ennassim,Judo,False,False
Association Sportive Laayoune,Association de sport,au Quartier Sidi Bernoussi  à  Casablanca,au Quartier Sidi Bernoussi,Casablanca,N/A,0,False,False,N/A,"Association Sportive Laayoune est votre association de sport à Casablanca, située exactement à Hay Qods LotissementI Rue 19 N° 7  au quartier SIDI BERNOUSSI à Casablanca. Association Sportive Laayoune vous accueille et propose un ensemble de services et d'acti...",https://www.clubs.ma/assets/img280/145/association-sportive-laayoune-association-de-sport-casablanca-145.jpg,https://www.clubs.mahttps://www.clubs.ma/casablanca/association-sportive-laayoune,"Taekwondo, Karaté, Fitness, Aerobic",False,False
Association Sportive Rahali,Club de sport,au Quartier La Villette  à  Casablanca,au Quartier La Villette,Casablanca,N/A,0,False,False,N/A,"Association Sportive Rahali est votre club de sport à Casablanca, situé exactement à N°9, Rue Ibn Sarah  au quartier LA VILLETTE à Casablanca. Association Sportive Rahali vous accueille et propose un ensemble de services et d'activités : Fitness, Boxe, Full-co...",https://www.clubs.ma/assets/img280/136/association-sportive-rahali-club-de-sport-casablanca-136.jpg,https://www.clubs.mahttps://www.clubs.ma/casablanca/association-sportive-rahali,"Fitness, Boxe, Full-contact",False,False
Association Sportive Tarik des Arts Martiaux,Association de sport,au Quartier Ain Chok  à  Casablanca,au Quartier Ain Chok,Casablanca,N/A,0,False,False,N/A,Association sportive,https://www.clubs.ma/assets/img280/143/association-sportive-tarik-des-arts-martiaux-association-de-sport-casablanca-143.jpg,https://www.clubs.mahttps://www.clubs.ma/casablanca/association-sportive-tarik-des-arts-martiaux,"Aikido, Musculation, Aerobic, Full-contact",False,False
Association Zahid Sportive,Club de sport,au Quartier Oulfa  à  Casablanca,au Quartier Oulfa,Casablanca,N/A,0,False,False,N/A,"Association Zahid Sportive est votre club de sport à Casablanca, situé exactement à Lotissement  Azhari II, Rue 72 N°14 bis  au quartier OULFA à Casablanca. Association Zahid Sportive vous accueille et propose un ensemble de services et d'activités : Taekwondo...",https://www.clubs.ma/assets/img280/123/association-zahid-sportive-club-de-sport-casablanca-123.jpg,https://www.clubs.mahttps://www.clubs.ma/casablanca/association-zahid-sportive,"Taekwondo, Fitness",False,False
Asz VolleyBall,Club de sport,au Quartier Hay Hassani  à  Casablanca,au Quartier Hay Hassani,Casablanca,N/A,0,False,False,N/A,"Le volley-ball est pour nos joueurs plus qu’un sport, c’est une passion. C’est ainsi que l’ASZ (Association Sportive Zouzfana) a vu le jour en 2009, d’une simple idée est née une équipe de volley-ball digne de ce nom.",https://www.clubs.ma/assets/img280/444/asz-volleyball-club-de-sport-casablanca-444.jpg,https://www.clubs.mahttps://www.clubs.ma/casablanca/asz-volleyball,VolleyBall,True,True
Atlas Team Bresilien Jiu-jitsu and MMA,Club de sport,à  Casablanca,N/A,Casablanca,N/A,0,False,False,N/A,"Atlas Team Bresilien Jiu-jitsu and MMA est votre club de sport à Casablanca, situé exactement à Boulevard d'Anfa  en plein coeur de Casablanca. Atlas Team Bresilien Jiu-jitsu and MMA vous accueille et propose un ensemble de services et d'activités : Jiu-Jitsu...",https://www.clubs.ma/assets/img280/451/atlas-team-bresilien-jiu-jitsu-and-mma-club-de-sport-casablanca-451.jpg,https://www.clubs.mahttps://www.clubs.ma/casablanca/atlas-team-bresilien-jiu-jitsu-and-mma,Jiu-Jitsu brésilien,False,FalseBahwa Sport Club,Club de sport,au Quartier Beausejour  à  Casablanca,au Quartier Beausejour,Casablanca,N/A,0,False,False,N/A,"Bahwa Sport Club est votre club de sport à Casablanca, situé exactement à 131, Rue El Ourjouane, Hay Erraha au quartier BEAUSEJOUR à Casablanca. Bahwa Sport Club vous accueille et propose un ensemble de services et d'activités : Fitness, et autres. Bahwa Sport...",https://www.clubs.ma/assets/img280/21/bahwa-sport-club-club-de-sport-casablanca-21.jpg,https://www.clubs.mahttps://www.clubs.ma/casablanca/bahwa-sport-club,Fitness,False,False
BLANCA PILATES,Ecole de danse,à  Casablanca,N/A,Casablanca,N/A,0,False,False,N/A,"﻿C'est dans un cadre épuré, tout près des quartiers d'affaires et résidentiels de Casablanca, que le studio Blanca Pilates vous invite à découvrir la méthode Authentic Pilates.",https://www.clubs.ma/assets/img280/171/blanca-pilates-ecole-de-danse-casablanca-171.jpg,https://www.clubs.mahttps://www.clubs.ma/casablanca/blanca-pilates,"Yoga, Danse classique, Danse, Pilates",False,False
Body Sweat,Salle de sport,au Quartier La Gironde  à  Casablanca,au Quartier La Gironde,Casablanca,N/A,0,False,False,N/A,"Body Sweat est votre salle de sport à Casablanca, située exactement à N°2, Rue Zaitoune -ex Amiens , Centre Ville au quartier LA GIRONDE à Casablanca. Body Sweat vous accueille et propose un ensemble de services et d'activités : Musculation, Fitness, Arts mart...",https://www.clubs.ma/assets/img280/621/body-sweat-salle-de-sport-casablanca-621.jpg,https://www.clubs.mahttps://www.clubs.ma/casablanca/body-sweat,"Musculation, Fitness, Arts martiaux",False,False
Brasil Sports Club,Club de sport,au Quartier Maarif  à  Casablanca,au Quartier Maarif,Casablanca,N/A,0,False,False,N/A,"Académie d'arts martiaux Brésiliens.
1ere Academie officielle de Capoeira au Maroc et dans le monde arabe.",https://www.clubs.ma/assets/img280/455/brasil-sports-club-club-de-sport-casablanca-455.jpg,https://www.clubs.mahttps://www.clubs.ma/casablanca/brasil-sports-club,Arts martiaux,False,False
Cap Fitness,Club de sport,au Quartier Liberte  à  Casablanca,au Quartier Liberte,Casablanca,N/A,0,False,False,N/A,"Cap Fitness est votre club de sport à Casablanca, situé exactement à N°4, Rue El Araar au quartier LIBERTE à Casablanca. Cap Fitness vous accueille et propose un ensemble de services et d'activités : Musculation, Fitness, et autres. Cap Fitness est un club de...",https://www.clubs.ma/assets/img280/466/cap-fitness-club-de-sport-casablanca-466.jpg,https://www.clubs.mahttps://www.clubs.ma/casablanca/cap-fitness,"Musculation, Fitness",False,False
Cap Forme,Club de sport,au Quartier Gauthier  à  Casablanca,au Quartier Gauthier,Casablanca,N/A,0,False,False,N/A,"Cap Forme est un club de sport offrant un large choix d'activités allant de la musculation au cardio en passant par la détente et la danse.
De nombreux cours sont donnés, parmi eux : Circuit, Fat-Attak, Bike, Power Pump, Fit-boxe, Body Sculpt, Step, Zumba, St...",https://www.clubs.ma/assets/img280/467/cap-forme-club-de-sport-casablanca-467.jpg,https://www.clubs.mahttps://www.clubs.ma/casablanca/cap-forme,"Musculation, Fitness, Danse, Zumba",True,True
Casa CrossFit,Salle affiliée CrossFit,au Quartier Maarif  à  Casablanca,au Quartier Maarif,Casablanca,N/A,0,False,False,N/A,"Casa CrossFit est votre salle affiliée crossfit à Casablanca, située exactement à 12 Bis Lotissement du Parc, Boulevard Anoual au quartier MAARIF à Casablanca. Casa CrossFit vous accueille et propose un ensemble de services et d'activités : Musculation, Fitnes...",https://www.clubs.ma/assets/img280/468/casa-crossfit-box-affiliee-crossfit-casablanca-468.jpg,https://www.clubs.mahttps://www.clubs.ma/casablanca/casa-crossfit,"Musculation, Fitness, Gymnastique, CrossFit",True,True
Casa Danse Studio,Ecole de danse,au Quartier Val Fleuri  à  Casablanca,au Quartier Val Fleuri,Casablanca,N/A,0,False,False,N/A,CASA DANSE Studio tient à développer la danse de manière pluridisciplinaire avec la mise en place d'une équipe de professeurs formée et motivée.,https://www.clubs.ma/assets/img280/469/casa-danse-studio-ecole-de-danse-casablanca-469.jpg,https://www.clubs.mahttps://www.clubs.ma/casablanca/casa-danse-studio,"Hip hop, Danse classique, Danse orientale, Danse contemporaine",False,False
Casa Green Golf Club,Club de sport,à  Casablanca,N/A,Casablanca,N/A,0,False,False,N/A,"Casa Green Golf Club est un site d’exception qui deviendra une référence pour la ville de Casablanca. Au centre du nouveau projet de Casa Green Town, le golf jallone la forêt de Bouskoura avec une topographie agréablement vallonée, à quelques minutes du quarti...",https://www.clubs.ma/assets/img280/472/casa-green-golf-club-club-de-sport-casablanca-472.jpg,https://www.clubs.mahttps://www.clubs.ma/casablanca/casa-green-golf-club,Golf,True,True
Casa Surfhouse,Club de sport,au Quartier Ain Diab  à  Casablanca,au Quartier Ain Diab,Casablanca,N/A,0,False,False,N/A,"Casa Surfhouse Surf School, l’école de Surf & Bodyboard qui vous fera découvrir la magie du surf sur les vagues du Casablanca.",https://www.clubs.ma/assets/img280/473/casa-surfhouse-club-de-sport-casablanca-473.jpg,https://www.clubs.mahttps://www.clubs.ma/casablanca/casa-surfhouse,"Surf, Bodyboard",False,False
Casaforme,Club de sport,à  Casablanca,N/A,Casablanca,N/A,0,False,False,N/A,"Dans une ambiance chaleureuse, souriante, reposante, aux arômes multiples et musique relaxante, venez profiter d’un moment de détente.",https://www.clubs.ma/assets/img280/159/casaforme-club-de-sport-casablanca-159.jpg,https://www.clubs.mahttps://www.clubs.ma/casablanca/casaforme,Fitness,False,False
CasaNearSport,Club de sport,au Quartier Sidi Maarouf 1  à  Casablanca,au Quartier Sidi Maarouf 1,Casablanca,N/A,0,False,False,N/A,"CasanEarSport met a votre disposition des tapis de course de qualité exceptionnelle, des cours seront animés par nos coachs pour vous permettre de donnez le meilleur de vous même. Pour les amateurs de courses à pied, des séances de courses seront programmées a...",https://www.clubs.ma/assets/img280/157/casanearsport-club-de-sport-casablanca-157.jpg,https://www.clubs.mahttps://www.clubs.ma/casablanca/casanearsport,"Musculation, Fitness",True,True
Centre Apollon,Club de sport,au Quartier Maarif  à  Casablanca,au Quartier Maarif,Casablanca,N/A,0,False,False,N/A,"Le centre Apollon est le spécialiste de l’amincissement au masculin ! Alliant entre les bienfaits du sport, la richesse de la nutrition et l’efficacité de l’amincissement, nous vous proposons la formule efficace pour perdre vos kilos superflus.",https://www.clubs.ma/assets/img280/167/centre-apollon-club-de-sport-casablanca-167.jpg,https://www.clubs.mahttps://www.clubs.ma/casablanca/centre-apollon,Fitness,True,True
CENTRE KAHRAMA CALIFORNIE,Club de sport,au Quartier Ain Chok  à  Casablanca,au Quartier Ain Chok,Casablanca,N/A,0,False,False,N/A,"Le centre Kahrama Californie dispense des cours de Football .
Nous célébrons cette tradition en accueillant des joueurs de 6 à 14 ans.
Le Foot a toujours joué un rôle important dans la vie de notre centre, grâce à nos installations modernes, 1 Terrain de Foo...",https://www.clubs.ma/assets/img280/163/centre-kahrama-californie-club-de-sport-casablanca-163.jpg,https://www.clubs.mahttps://www.clubs.ma/casablanca/centre-kahrama-californie,"Tennis, Fitness, Football",False,False
Centre sportif Bourgogne,Club de sport,au Quartier Racine  à  Casablanca,au Quartier Racine,Casablanca,N/A,0,False,False,N/A,Complexe sportif l'Ideal - Bourgogne,https://www.clubs.ma/assets/img280/165/centre-sportif-bourgogne-club-de-sport-casablanca-165.jpg,https://www.clubs.mahttps://www.clubs.ma/casablanca/centre-sportif-bourgogne,"Football, Course",False,FalseChoreart Studio de danse,Ecole de danse,au Quartier Bourgogne  à  Casablanca,au Quartier Bourgogne,Casablanca,N/A,0,False,False,N/A,"Studio de danse fondé en 1997 et situé à Casablanca quartier Bourgogne (entre le lycée Lyautey & le stade Beaulieu). Le Studio de danse Choreart, c’est 2 salles de cours pour les enfants, les ados et les adultes avec différents niveaux de danse dans un esprit...",https://www.clubs.ma/assets/img280/515/choreart-studio-de-danse-ecole-de-danse-casablanca-515.jpg,https://www.clubs.mahttps://www.clubs.ma/casablanca/choreart-studio-de-danse,"Ragga, Salsa, Hip hop, Danse modern jazz",True,True
Club Alpin Français,Club de sport,au Quartier Beausejour  à  Casablanca,au Quartier Beausejour,Casablanca,N/A,0,False,False,N/A,"Créé en 1946, le Club Alpin Français de Casablanca est une association marocaine à but non lucratif, régie par le Dahir du 15 novembre 1958, et reconnue d'utilité publique. Le CAF de Casablanca est membre à part entière de la fédération des Clubs Alpins França...",https://www.clubs.ma/assets/img280/17/club-alpin-francais-club-de-sport-casablanca-17.jpg,https://www.clubs.mahttps://www.clubs.ma/casablanca/club-alpin-francais,"Alpinisme, Parapente, Ski de randonnée, Ski alpin",False,False
Club Bab Firdaouss,Club de sport,au Quartier Oulfa  à  Casablanca,au Quartier Oulfa,Casablanca,N/A,0,False,False,N/A,vos enfants aussi ont leurs activité chez bab firdaouss ! Ecole de natation et karaté .... le sport à tous ages en s’amusant .,https://www.clubs.ma/assets/img280/482/club-bab-firdaouss-club-de-sport-casablanca-482.jpg,https://www.clubs.mahttps://www.clubs.ma/casablanca/club-bab-firdaouss,"Aqua gym, Natation, Musculation, Karaté",False,False
Club Casablancais de tekwondo-mudo,Club de sport,au Quartier Maarif  à  Casablanca,au Quartier Maarif,Casablanca,N/A,0,False,False,N/A,"Club Casablancais de tekwondo-mudo est votre club de sport à Casablanca, situé exactement à Rue Abou Moussa Jazouli, N°12 impasse Jazouli au quartier MAARIF à Casablanca. Club Casablancais de tekwondo-mudo vous accueille et propose un ensemble de services et d...",https://www.clubs.ma/assets/img280/477/club-casablancais-de-tekwondo-mudo-club-de-sport-casablanca-477.jpg,https://www.clubs.mahttps://www.clubs.ma/casablanca/club-casablancais-de-tekwondo-mudo,Taekwondo,False,False
Club Casablancais de Vtt,Club de sport,au Quartier Maarif  à  Casablanca,au Quartier Maarif,Casablanca,N/A,0,False,False,N/A,"Le CCV est parmi les leaders du cross-country au Maroc, présent dans le milieu depuis 2003, notre leadership ainsi que notre expérience aident à tracer le chemin du VTT dans le Royaume.",https://www.clubs.ma/assets/img280/476/club-casablancais-de-vtt-club-de-sport-casablanca-476.jpg,https://www.clubs.mahttps://www.clubs.ma/casablanca/club-casablancais-de-vtt,"Cyclo-cross, Cyclisme",False,False
Club Cool Fitness,Club de sport,à  Casablanca,N/A,Casablanca,N/A,0,False,False,N/A,"Club Cool fitness "" Le Fitness Au Sens Cool du terme "" : Salle de Spinning ;Aérobic; Salle Musculation;Piscine et aquagym;Cardio training;Sauna Spéciale..",https://www.clubs.ma/assets/img280/478/club-cool-fitness-club-de-sport-casablanca-478.jpg,https://www.clubs.mahttps://www.clubs.ma/casablanca/club-cool-fitness,"Aqua gym, Natation, Musculation, Aerobic",False,False
Club Hercule,Club de sport,au Quartier Cite Massira 3  à  Casablanca,au Quartier Cite Massira 3,Casablanca,N/A,0,False,False,N/A,"Club Hercule est votre club de sport à Casablanca, situé exactement à Boulevard idriss El harti  Résidence Oussama au quartier CITE MASSIRA 3 à Casablanca. Club Hercule vous accueille et propose un ensemble de services et d'activités : Aikido, Musculation, Kar...",https://www.clubs.ma/assets/img280/487/club-hercule-club-de-sport-casablanca-487.jpg,https://www.clubs.mahttps://www.clubs.ma/casablanca/club-hercule,"Aikido, Musculation, Karaté, Fitness",False,False
Club Mango Fitness,Club de sport,au Quartier Ain Chok  à  Casablanca,au Quartier Ain Chok,Casablanca,N/A,0,False,False,N/A,"Club Mango Fitness est votre club de sport à Casablanca, situé exactement à N°8, Rue 18 au quartier AIN CHOK à Casablanca. Club Mango Fitness vous accueille et propose un ensemble de services et d'activités : Musculation, Fitness, et autres. Club Mango Fitness...",https://www.clubs.ma/assets/img280/534/club-mango-fitness-club-de-sport-casablanca-534.jpg,https://www.clubs.mahttps://www.clubs.ma/casablanca/club-mango-fitness,"Musculation, Fitness",False,False
Club Sportif de Lydec,Club de sport,à  Casablanca,N/A,Casablanca,N/A,0,False,False,N/A,"Club Sportif de Lydec  est votre club de sport à Casablanca, situé exactement à Boulevard Taddart  en plein coeur de Casablanca. Club Sportif de Lydec  vous accueille et propose un ensemble de services et d'activités : Fitness, et autres. Club Sportif de Lydec...",https://www.clubs.ma/assets/img280/46/club-sportif-de-lydec-club-de-sport-casablanca-46.jpg,https://www.clubs.mahttps://www.clubs.ma/casablanca/club-sportif-de-lydec,Fitness,False,False
Club Sportif des Electriciens / ONE,Club de sport,à  Casablanca,N/A,Casablanca,N/A,0,False,False,N/A,"Club Sportif des Electriciens / ONE est votre club de sport à Casablanca, situé exactement à Angle Boulevard Chefchaouni et Boulevard Kahrabaa en plein coeur de Casablanca. Club Sportif des Electriciens / ONE vous accueille et propose un ensemble de services e...",https://www.clubs.ma/assets/img280/488/club-sportif-des-electriciens-one-club-de-sport-casablanca-488.jpg,https://www.clubs.mahttps://www.clubs.ma/casablanca/club-sportif-des-electriciens-one,"Tennis, Natation, Football, Course",False,False
Club Sportif Nabil,Club de sport,au Quartier Ain Chok  à  Casablanca,au Quartier Ain Chok,Casablanca,N/A,0,False,False,N/A,"Club Sportif Nabil est votre club de sport à Casablanca, situé exactement à 558, Avenue du Deux Mars  au quartier AIN CHOK à Casablanca. Club Sportif Nabil vous accueille et propose un ensemble de services et d'activités : Aqua gym, Natation, Musculation, Fitn...",https://www.clubs.ma/assets/img280/491/club-sportif-nabil-club-de-sport-casablanca-491.jpg,https://www.clubs.mahttps://www.clubs.ma/casablanca/club-sportif-nabil,"Aqua gym, Natation, Musculation, Fitness",False,False
Club Sportif Souplesse,Club de sport,au Quartier Ain Chok  à  Casablanca,au Quartier Ain Chok,Casablanca,N/A,0,False,False,N/A,"Club Sportif Souplesse est votre club de sport à Casablanca, situé exactement à Hay El Fadl, Rue 12 N°35 au quartier AIN CHOK à Casablanca. Club Sportif Souplesse vous accueille et propose un ensemble de services et d'activités : Taekwondo, et autres. Club Spo...",https://www.clubs.ma/assets/img280/492/club-sportif-souplesse-club-de-sport-casablanca-492.jpg,https://www.clubs.mahttps://www.clubs.ma/casablanca/club-sportif-souplesse,Taekwondo,False,False
Club Vie Sportive,Club de sport,au Quartier Ain Chok  à  Casablanca,au Quartier Ain Chok,Casablanca,N/A,0,False,False,N/A,"Une salle de sport atypique!
Une ambiance conviviale, l'esprit de famille.",https://www.clubs.ma/assets/img280/495/club-vie-sportive-club-de-sport-casablanca-495.jpg,https://www.clubs.mahttps://www.clubs.ma/casablanca/club-vie-sportive,"Karaté, Arts martiaux",True,True
Complexe Sportif Al Firdaouss,Club de sport,au Quartier Hay Hassani  à  Casablanca,au Quartier Hay Hassani,Casablanca,N/A,0,False,False,N/A,"Bienvenue chez Le Complexe Sportif Al Firdaous, votre club de remise en forme.
Vous avez un objectif forme? Affiner votre silhouette, dessiner vos abdos, raffermir vos muscles, reprendre une activité physique pour être en forme,",https://www.clubs.ma/assets/img280/499/complexe-sportif-al-firdaouss-club-de-sport-casablanca-499.jpg,https://www.clubs.mahttps://www.clubs.ma/casablanca/complexe-sportif-al-firdaouss,"Aqua gym, Musculation, Fitness, Danse",False,False
Complexe Sportif Optiforme,Club de sport,au Quartier Ain Chok  à  Casablanca,au Quartier Ain Chok,Casablanca,N/A,0,False,False,N/A,"Complexe Sportif Optiforme est votre club de sport à Casablanca, situé exactement à N°569, Boulevard Attah, Lotissement Hassan Nasre Allah au quartier AIN CHOK à Casablanca. Complexe Sportif Optiforme vous accueille et propose un ensemble de services et d'acti...",https://www.clubs.ma/assets/img280/556/complexe-sportif-optiforme-club-de-sport-casablanca-556.jpg,https://www.clubs.mahttps://www.clubs.ma/casablanca/complexe-sportif-optiforme,"Aqua gym, Musculation, Karaté, Fitness",False,FalseComplexe Sportif Zenata,Club de sport,au Quartier Ain Sebaa  à  Casablanca,au Quartier Ain Sebaa,Casablanca,N/A,0,False,False,N/A,"Complexe Sportif Zenata est votre club de sport à Casablanca, situé exactement à Route Zenata au quartier AIN SEBAA à Casablanca. Complexe Sportif Zenata vous accueille et propose un ensemble de services et d'activités : Natation, Musculation, Fitness, Footbal...",https://www.clubs.ma/assets/img280/520/complexe-sportif-zenata-club-de-sport-casablanca-520.jpg,https://www.clubs.mahttps://www.clubs.ma/casablanca/complexe-sportif-zenata,"Natation, Musculation, Fitness, Football",False,False
Daryoga,Club de sport,au Quartier Hay Salama  à  Casablanca,au Quartier Hay Salama,Casablanca,N/A,0,False,False,N/A,Hatha-Yoga: authentique et traditionnel.,https://www.clubs.ma/assets/img280/500/daryoga-club-de-sport-casablanca-500.jpg,https://www.clubs.mahttps://www.clubs.ma/casablanca/daryoga,Yoga,False,False
Dynamibike,Club de sport,à  Casablanca,N/A,Casablanca,N/A,0,False,False,N/A,"En étroite collaboration avec Dynamika pionnier de l'aquabiking en France et leader dans le domaine de la
remise en forme par l'eau, Dynamibike bénéficie d'une fabrication 100% française de l'ensemble de ses
équipements.",https://www.clubs.ma/assets/img280/92/dynamibike-club-de-sport-casablanca-92.jpg,https://www.clubs.mahttps://www.clubs.ma/casablanca/dynamibike,Aqua gym,False,False
Ecole Ballet Théâtre Zinoun,Ecole de danse,au Quartier Gauthier  à  Casablanca,au Quartier Gauthier,Casablanca,N/A,0,False,False,N/A,"Ecole Ballet Théâtre Zinoun est votre ecole de danse à Casablanca, située exactement à 21, Rue Najib Mahfoud -ex Ollier, 1° étage Gautier,  au quartier GAUTHIER à Casablanca. Ecole Ballet Théâtre Zinoun vous accueille et propose un ensemble de services et d'ac...",https://www.clubs.ma/assets/img280/172/ecole-ballet-theatre-zinoun-ecole-de-danse-casablanca-172.jpg,https://www.clubs.mahttps://www.clubs.ma/casablanca/ecole-ballet-theatre-zinoun,"Danse classique, Danse",False,False
Energie Sport Fitness,Salle de sport,au Quartier Ain Chok  à  Casablanca,au Quartier Ain Chok,Casablanca,N/A,0,False,False,N/A,"Energie Sport Fitness est votre salle de sport à Casablanca, située exactement à lot. Elhamra, II Rue 2 N° 43 Bis  au quartier AIN CHOK à Casablanca. Energie Sport Fitness vous accueille et propose un ensemble de services et d'activités : Karaté, Fitness, et a...",https://www.clubs.ma/assets/img280/44/energie-sport-fitness-salle-de-sport-casablanca-44.jpg,https://www.clubs.mahttps://www.clubs.ma/casablanca/energie-sport-fitness,"Karaté, Fitness",False,False
Espace Marina,Club de sport,à  Casablanca,N/A,Casablanca,N/A,0,False,False,N/A,l'espace 100% nautique et pêche,https://www.clubs.ma/assets/img280/45/espace-marina-club-de-sport-casablanca-45.jpg,https://www.clubs.mahttps://www.clubs.ma/casablanca/espace-marina,"Plongée, Jet Ski, Canoë kayak, Chasse",False,False
FCBEscola,Club de sport,à  Casablanca,N/A,Casablanca,N/A,0,False,False,N/A,La FCBEscola Casablanca est le premier modèle d’académie de football de haut niveau destinée aux filles et aux garçons de 4 à 18 ans au Maroc. Basées sur une méthodologie qui a fait la réussite du club FCBarcelone.,https://www.clubs.ma/assets/img280/48/fcbescola-club-de-sport-casablanca-48.jpg,https://www.clubs.mahttps://www.clubs.ma/casablanca/fcbescola,Football,False,False
Fitmove,Club de sport,au Quartier Mers Sultan 1  à  Casablanca,au Quartier Mers Sultan 1,Casablanca,N/A,0,False,False,N/A,"Fitmove est votre club de sport à Casablanca, situé exactement à 65, Rue Ahmed El Figuigui -ex Gl Humbert au quartier MERS SULTAN 1 à Casablanca. Fitmove vous accueille et propose un ensemble de services et d'activités : Musculation, Fitness, Danse, Zumba, et...",https://www.clubs.ma/assets/img280/50/fitmove-club-de-sport-casablanca-50.jpg,https://www.clubs.mahttps://www.clubs.ma/casablanca/fitmove,"Musculation, Fitness, Danse, Zumba",False,False
Gladiator Fitness,Club de sport,au Quartier Douar Ahl Loghlam  à  Casablanca,au Quartier Douar Ahl Loghlam,Casablanca,N/A,0,False,False,N/A,"Gladiator Fitness est votre club de sport à Casablanca, situé exactement à Rue 28 , salam 2 au quartier DOUAR AHL LOGHLAM à Casablanca. Gladiator Fitness vous accueille et propose un ensemble de services et d'activités : Musculation, Fitness, et autres. Gladia...",https://www.clubs.ma/assets/img280/56/gladiator-fitness-club-de-sport-casablanca-56.jpg,https://www.clubs.mahttps://www.clubs.ma/casablanca/gladiator-fitness,"Musculation, Fitness",False,False
Grandi Fitness Club,Club de sport,au Quartier Sidi Maarouf 1  à  Casablanca,au Quartier Sidi Maarouf 1,Casablanca,N/A,0,False,False,N/A,"Grandi Fitness Club est votre club de sport à Casablanca, situé exactement à Lotissement Lina au quartier SIDI MAAROUF 1 à Casablanca. Grandi Fitness Club vous accueille et propose un ensemble de services et d'activités : Musculation, Fitness, et autres. Grand...",https://www.clubs.ma/assets/img280/61/grandi-fitness-club-club-de-sport-casablanca-61.jpg,https://www.clubs.mahttps://www.clubs.ma/casablanca/grandi-fitness-club,"Musculation, Fitness",False,False
Harmony Club,Ecole de danse,au Quartier Bourgogne  à  Casablanca,au Quartier Bourgogne,Casablanca,N/A,0,False,False,N/A,"Harmony Club est votre ecole de danse à Casablanca, située exactement à 32, Rue Abou Al Waqt Khalaf -ex Forest, Résidence Belachi au quartier BOURGOGNE à Casablanca. Harmony Club vous accueille et propose un ensemble de services et d'activités : Hip hop, Fitne...",https://www.clubs.ma/assets/img280/71/harmony-club-ecole-de-danse-casablanca-71.jpg,https://www.clubs.mahttps://www.clubs.ma/casablanca/harmony-club,"Hip hop, Fitness, Danse classique, Danse",False,False
Hippodrome Casa-Anfa,Club équestre,au Quartier Anfa I  à  Casablanca,au Quartier Anfa I,Casablanca,N/A,0,False,False,N/A,"Hippodrome Casa-Anfa est votre club équestre à Casablanca, situé exactement à Rue Lice au quartier ANFA I à Casablanca. Hippodrome Casa-Anfa vous accueille et propose un ensemble de services et d'activités : Équitation, et autres. Hippodrome Casa-Anfa est un c...",https://www.clubs.ma/assets/img280/55/hippodrome-casa-anfa-club-equestre-casablanca-55.jpg,https://www.clubs.mahttps://www.clubs.ma/casablanca/hippodrome-casa-anfa,Équitation,False,False
